head	relation_type	term	term_key	zh_or_note	raw
conventional	family	conventionally	conventionally	adv. 传统地	conventionally | adv. 传统地 | conventionally taught | 传统地教授
conventional	family	unconventional	unconventional	adj. 非传统的	unconventional | adj. 非传统的 | unconventional method | 非传统方法
conventional	kin	convene	convene	v. 召集	convene | v. 召集 | convene a meeting / convene parliament | 召集会议；召集议会
conventional	kin	event	event	n. 事件；活动	event | n. 事件；活动 | international event / major event | 国际赛事；重大事件
conventional	kin	intervention	intervention	n. 干预	intervention | n. 干预 | state intervention / medical intervention | 国家干预；医疗干预
orthodox	family	orthodoxy	orthodoxy	n. 正统观念	orthodoxy | n. 正统观念 | economic orthodoxy | 经济正统观念
orthodox	family	orthodoxly	orthodoxly	adv. 正统地	orthodoxly | adv. 正统地 | argue orthodoxly | 正统地论证
orthodox	family	unorthodox	unorthodox	adj. 非正统的	unorthodox | adj. 非正统的 | unorthodox method | 非正统方法
orthodox	kin	straight	straight	adj./adv. 直的；直接地	straight | adj./adv. 直的；直接地 | straight line / go straight home | 直线；直接回家
orthodox	kin	doctrine	doctrine	n. 学说；教义	doctrine | n. 学说；教义 | religious doctrine / legal doctrine | 宗教教义；法律原则
orthodox	kin	doxology	doxology	n. 颂歌	doxology | n. 颂歌 | Christian doxology / liturgical doxology | 基督教颂歌；礼拜颂歌
converge	family	convergence	convergence	n. 汇聚；趋同	convergence | n. 汇聚；趋同 | policy convergence | 政策趋同
converge	family	convergent	convergent	adj. 汇聚的	convergent | adj. 汇聚的 | convergent interests | 汇聚利益
converge	family	converged	converged	adj. 已汇聚的	converged | adj. 已汇聚的 | converged networks | 融合网络
converge	kin	diverge	diverge	v. 分叉；偏离	diverge | v. 分叉；偏离 | paths diverge / opinions diverge | 道路分叉；意见分歧
converge	kin	emergency	emergency	n. 紧急情况	emergency | n. 紧急情况 | medical emergency / emergency response | 医疗急症；紧急响应
converge	kin	verge	verge	n. 边缘	verge | n. 边缘 | on the verge of collapse / grass verge | 濒临崩溃；路边草地
coalesce	family	coalescence	coalescence	n. 合并	coalescence | n. 合并 | coalescence of groups | 群体合并
coalesce	family	coalesced	coalesced	adj. 合并的	coalesced | adj. 合并的 | coalesced interests | 合并利益
coalesce	family	coalescing	coalescing	adj. 正在联合的	coalescing | adj. 正在联合的 | coalescing movement | 正在联合的运动
coalesce	kin	coalition	coalition	n. 联盟	coalition | n. 联盟 | political coalition / coalition government | 政治联盟；联合政府
coalesce	kin	adolescence	adolescence	n. 青春期	adolescence | n. 青春期 | early adolescence / adolescence development | 青春早期；青春期发展
coalesce	kin	essence	essence	n. 本质；精华	essence | n. 本质；精华 | the essence of democracy / plant essence | 民主的本质；植物精华
counterbalance	family	counterbalance	counterbalance	n. 平衡力量	counterbalance | n. 平衡力量 | institutional counterbalance | 制度性平衡力量
counterbalance	family	counterbalanced	counterbalanced	adj. 被平衡的	counterbalanced | adj. 被平衡的 | counterbalanced risk | 被平衡的风险
counterbalance	family	counterbalancing	counterbalancing	adj. 起平衡作用的	counterbalancing | adj. 起平衡作用的 | counterbalancing effect | 平衡作用
counterbalance	kin	counter	counter	n./v. 柜台；反制	counter | n./v. 柜台；反制 | counter argument / service counter | 反驳论点；服务柜台
counterbalance	kin	balance	balance	n./v. 平衡	balance | n./v. 平衡 | balance public interests / balance sheet | 平衡公共利益；资产负债表
counterbalance	kin	ballast	ballast	n. 压舱物；稳定物	ballast | n. 压舱物；稳定物 | ship ballast / social ballast | 船舶压舱物；社会稳定物
offset	family	offset	offset	n. 抵消物	offset | n. 抵消物 | carbon offset | 碳抵消
offset	family	offsetting	offsetting	adj. 抵消的	offsetting | adj. 抵消的 | offsetting measure | 抵消措施
offset	family	offsettable	offsettable	adj. 可抵消的	offsettable | adj. 可抵消的 | offsettable cost | 可抵消成本
offset	kin	set	set	v./n. 设置；一套	set | v./n. 设置；一套 | set standards / data set | 设定标准；数据集
offset	kin	outset	outset	n. 开始	outset | n. 开始 | from the outset / project outset | 一开始；项目初期
offset	kin	sunset	sunset	n. 日落	sunset | n. 日落 | sunset view / sunset clause | 日落景色；日落条款
counterfeit	family	counterfeiting	counterfeiting	n. 伪造	counterfeiting | n. 伪造 | product counterfeiting | 产品造假
counterfeit	family	counterfeiter	counterfeiter	n. 造假者	counterfeiter | n. 造假者 | online counterfeiter | 网络造假者
counterfeit	family	counterfeited	counterfeited	adj. 被伪造的	counterfeited | adj. 被伪造的 | counterfeited medicine | 假药
counterfeit	kin	counter	counter	n./v. 反制；柜台	counter | n./v. 反制；柜台 | counter measure / ticket counter | 反制措施；售票柜台
counterfeit	kin	fit	fit	v./adj. 适合；健康的	fit | v./adj. 适合；健康的 | fit the evidence / physically fit | 符合证据；身体健康
counterfeit	kin	fake	fake	adj./n. 假的；赝品	fake | adj./n. 假的；赝品 | fake certificate / fake news | 假证书；假新闻
fraudulent	family	fraud	fraud	n. 欺诈	fraud | n. 欺诈 | credit card fraud | 信用卡欺诈
fraudulent	family	fraudulently	fraudulently	adv. 欺诈地	fraudulently | adv. 欺诈地 | act fraudulently | 欺诈行事
fraudulent	family	fraudster	fraudster	n. 骗子	fraudster | n. 骗子 | online fraudster | 网络骗子
fraudulent	kin	fraud	fraud	n. 欺诈	fraud | n. 欺诈 | financial fraud / academic fraud | 金融诈骗；学术造假
fraudulent	kin	fraudster	fraudster	n. 骗子	fraudster | n. 骗子 | online fraudster / professional fraudster | 网络骗子；职业骗子
fraudulent	kin	false	false	adj. 假的	false | adj. 假的 | false claim / false identity | 虚假说法；假身份
counterpart	family	counterparts	counterparts	n. 对应者复数	counterparts | n. 对应者复数 | foreign counterparts | 外国同行
counterpart	family	counterpart	counterpart	n. 对应者；对应物	counterpart | n. 对应者；对应物 | foreign counterpart | 外国对应机构/官员
counterpart	kin	counter	counter	n./v. 对应；反制	counter | n./v. 对应；反制 | counter example / counter pressure | 反例；反向压力
counterpart	kin	part	part	n. 部分；角色	part | n. 部分；角色 | part of society / play a part | 社会的一部分；发挥作用
counterpart	kin	partner	partner	n. 伙伴	partner | n. 伙伴 | trade partner / research partner | 贸易伙伴；研究伙伴
equivalent	family	equivalence	equivalence	n. 等同	equivalence | n. 等同 | legal equivalence | 法律等同
equivalent	family	equivalently	equivalently	adv. 等同地	equivalently | adv. 等同地 | treat equivalently | 等同对待
equivalent	family	equate	equate	v. 等同	equate | v. 等同 | equate wealth with success | 把财富等同于成功
equivalent	kin	equal	equal	adj./v. 相等的；等于	equal | adj./v. 相等的；等于 | equal opportunity / equal pressure | 平等机会；相等压力
equivalent	kin	equation	equation	n. 方程；等式	equation | n. 方程；等式 | linear equation / economic equation | 线性方程；经济等式
equivalent	kin	equator	equator	n. 赤道	equator | n. 赤道 | near the equator / equatorial region | 靠近赤道；赤道地区
credible	family	credibility	credibility	n. 可信度	credibility | n. 可信度 | media credibility | 媒体可信度
credible	family	credibly	credibly	adv. 可信地	credibly | adv. 可信地 | argue credibly | 可信地论证
credible	family	incredible	incredible	adj. 难以置信的	incredible | adj. 难以置信的 | incredible growth | 惊人增长
credible	kin	creed	creed	n. 信条	creed | n. 信条 | political creed / religious creed | 政治信条；宗教信条
credible	kin	credit	credit	n./v. 信用；归功于	credit | n./v. 信用；归功于 | credit score / credit success to effort | 信用评分；把成功归功于努力
credible	kin	credentials	credentials	n. 资历；证明	credentials | n. 资历；证明 | academic credentials / login credentials | 学术资历；登录凭证
plausible	family	plausibility	plausibility	n. 合理性	plausibility | n. 合理性 | plausibility of explanation | 解释的合理性
plausible	family	plausibly	plausibly	adv. 合理地	plausibly | adv. 合理地 | explain plausibly | 合理解释
plausible	family	implausible	implausible	adj. 不可信的	implausible | adj. 不可信的 | implausible claim | 不可信说法
plausible	kin	applause	applause	n. 掌声	applause | n. 掌声 | loud applause / receive applause | 热烈掌声；获得掌声
plausible	kin	clause	clause	n. 条款；从句	clause | n. 条款；从句 | contract clause / relative clause | 合同条款；关系从句
plausible	kin	pause	pause	n./v. 暂停	pause | n./v. 暂停 | short pause / pause a video | 短暂停顿；暂停视频
congested	family	congestion	congestion	n. 拥堵	congestion | n. 拥堵 | traffic congestion | 交通拥堵
congested	family	congest	congest	v. 使拥堵	congest | v. 使拥堵 | congest roads | 堵塞道路
congested	family	congestive	congestive	adj. 充血的；拥堵的	congestive | adj. 充血的；拥堵的 | congestive failure | 充血性衰竭
congested	kin	digest	digest	v./n. 消化；摘要	digest | v./n. 消化；摘要 | digest information / news digest | 消化信息；新闻摘要
congested	kin	gesture	gesture	n./v. 手势；表示	gesture | n./v. 手势；表示 | nonverbal gesture / gesture of support | 非语言手势；支持姿态
congested	kin	register	register	n./v. 登记；语域	register | n./v. 登记；语域 | formal register / register voters | 正式语域；登记选民
overcrowded	family	overcrowding	overcrowding	n. 过度拥挤	overcrowding | n. 过度拥挤 | urban overcrowding | 城市过度拥挤
overcrowded	family	crowded	crowded	adj. 拥挤的	crowded | adj. 拥挤的 | crowded classroom | 拥挤教室
overcrowded	family	crowd	crowd	n. 人群	crowd | n. 人群 | large crowd | 大量人群
overcrowded	kin	crowd	crowd	n./v. 人群；挤满	crowd | n./v. 人群；挤满 | large crowd / crowd into cities | 大量人群；涌入城市
overcrowded	kin	crowded	crowded	adj. 拥挤的	crowded | adj. 拥挤的 | crowded classroom / crowded subway | 拥挤教室；拥挤地铁
overcrowded	kin	crowdfunding	crowdfunding	n. 众筹	crowdfunding | n. 众筹 | online crowdfunding / crowdfunding campaign | 线上众筹；众筹活动
crucial	family	crucially	crucially	adv. 关键地	crucially | adv. 关键地 | crucially affect | 关键影响
crucial	family	cruciality	cruciality	n. 关键性	cruciality | n. 关键性 | cruciality of evidence | 证据关键性
crucial	kin	cross	cross	n./v. 十字；穿过	cross | n./v. 十字；穿过 | cross-cultural exchange / cross a border | 跨文化交流；穿越边境
crucial	kin	crux	crux	n. 关键；症结	crux | n. 关键；症结 | the crux of the problem / legal crux | 问题症结；法律关键
crucial	kin	crucifix	crucifix	n. 十字架	crucifix | n. 十字架 | wooden crucifix / religious crucifix | 木十字架；宗教十字架
pivotal	family	pivot	pivot	n. 枢轴；关键点	pivot | n. 枢轴；关键点 | policy pivot | 政策转向
pivotal	family	pivotally	pivotally	adv. 关键地	pivotally | adv. 关键地 | pivotally influence | 关键影响
pivotal	family	pivotality	pivotality	n. 关键性	pivotality | n. 关键性 | pivotality of reform | 改革关键性
pivotal	kin	pivot	pivot	n./v. 枢轴；转向	pivot | n./v. 枢轴；转向 | pivot point / pivot strategy | 支点；转向策略
pivotal	kin	vote	vote	n./v. 投票	vote | n./v. 投票 | cast a vote / vote for reform | 投票；投票支持改革
pivotal	kin	vital	vital	adj. 至关重要的	vital | adj. 至关重要的 | vital role / vital signs | 关键作用；生命体征
culminate	family	culmination	culmination	n. 顶点；高潮	culmination | n. 顶点；高潮 | culmination of efforts | 努力的顶点
culminate	family	culminating	culminating	adj. 达到顶点的	culminating | adj. 达到顶点的 | culminating event | 高潮事件
culminate	family	culminated	culminated	adj. 已达到顶点的	culminated | adj. 已达到顶点的 | culminated conflict | 达到顶点的冲突
culminate	kin	column	column	n. 柱；专栏	column | n. 柱；专栏 | newspaper column / stone column | 报纸专栏；石柱
culminate	kin	summit	summit	n. 顶峰；峰会	summit | n. 顶峰；峰会 | climate summit / mountain summit | 气候峰会；山顶
culminate	kin	climax	climax	n. 高潮；顶点	climax | n. 高潮；顶点 | dramatic climax / career climax | 戏剧高潮；事业顶点
peak	family	peaked	peaked	adj. 达到峰值的	peaked | adj. 达到峰值的 | peaked demand | 达峰需求
peak	family	peaking	peaking	n. 达峰	peaking | n. 达峰 | peaking of prices | 价格达峰
peak	kin	peek	peek	v./n. 偷看；一瞥	peek | v./n. 偷看；一瞥 | peek at notes / quick peek | 偷看笔记；快速一瞥
peak	kin	speak	speak	v. 说话	speak | v. 说话 | speak clearly / speak for workers | 清楚说话；为工人发声
peak	kin	peak season	peak season	n. 旺季	peak season | n. 旺季 | peak tourist season / peak demand season | 旅游旺季；需求旺季
cultivate	family	cultivation	cultivation	n. 培养；耕作	cultivation | n. 培养；耕作 | crop cultivation | 作物种植
cultivate	family	cultivated	cultivated	adj. 被培养的；有教养的	cultivated | adj. 被培养的；有教养的 | cultivated habit | 培养出的习惯
cultivate	family	cultivator	cultivator	n. 耕作者；培养者	cultivator | n. 耕作者；培养者 | rice cultivator | 水稻种植者
cultivate	kin	culture	culture	n. 文化；培养物	culture | n. 文化；培养物 | local culture / cell culture | 地方文化；细胞培养
cultivate	kin	agriculture	agriculture	n. 农业	agriculture | n. 农业 | sustainable agriculture / modern agriculture | 可持续农业；现代农业
cultivate	kin	cult	cult	n. 崇拜；小圈子	cult | n. 崇拜；小圈子 | personality cult / cult following | 个人崇拜；小众狂热粉丝
nurture	family	nurturing	nurturing	adj. 养育性的	nurturing | adj. 养育性的 | nurturing environment | 滋养环境
nurture	family	nurtured	nurtured	adj. 被培养的	nurtured | adj. 被培养的 | nurtured talent | 被培养的人才
nurture	family	nurturance	nurturance	n. 养育	nurturance | n. 养育 | parental nurturance | 父母养育
nurture	kin	nutrition	nutrition	n. 营养	nutrition | n. 营养 | child nutrition / nutrition policy | 儿童营养；营养政策
nurture	kin	nutrient	nutrient	n. 营养物	nutrient | n. 营养物 | soil nutrient / essential nutrient | 土壤养分；必需营养素
nurture	kin	nurse	nurse	n./v. 护士；护理	nurse | n./v. 护士；护理 | hospital nurse / nurse a wound | 医院护士；护理伤口
cumbersome	family	cumbersomeness	cumbersomeness	n. 笨重；繁琐	cumbersomeness | n. 笨重；繁琐 | cumbersomeness of procedure | 程序繁琐
cumbersome	family	cumbersomely	cumbersomely	adv. 笨重地	cumbersomely | adv. 笨重地 | move cumbersomely | 笨重移动
cumbersome	family	cumbered	cumbered	adj. 被拖累的	cumbered | adj. 被拖累的 | cumbered system | 被拖累的系统
cumbersome	kin	cumber	cumber	v. 妨碍；拖累	cumber | v. 妨碍；拖累 | cumber movement / cumber reform | 妨碍行动；拖累改革
cumbersome	kin	encumber	encumber	v. 阻碍；负担	encumber | v. 阻碍；负担 | encumber a system / encumber families with debt | 拖累系统；使家庭背债
cumbersome	kin	number	number	n./v. 数字；编号	number | n./v. 数字；编号 | student number / number the pages | 学号；给页码编号
unwieldy	family	wield	wield	v. 使用；掌握	wield | v. 使用；掌握 | wield power | 掌握权力
unwieldy	family	wieldy	wieldy	adj. 易操控的	wieldy | adj. 易操控的 | wieldy tool | 易操控工具
unwieldy	family	unwieldiness	unwieldiness	n. 笨重	unwieldiness | n. 笨重 | unwieldiness of system | 系统笨重
unwieldy	kin	wield	wield	v. 使用；行使	wield | v. 使用；行使 | wield power / wield influence | 行使权力；施加影响
unwieldy	kin	yield	yield	v./n. 产生；产量	yield | v./n. 产生；产量 | yield results / crop yield | 产生结果；作物产量
unwieldy	kin	shield	shield	n./v. 盾；保护	shield | n./v. 盾；保护 | legal shield / shield children | 法律保护；保护儿童
curtail	family	curtailment	curtailment	n. 削减；限制	curtailment | n. 削减；限制 | curtailment of spending | 支出削减
curtail	family	curtailed	curtailed	adj. 被削减的	curtailed | adj. 被削减的 | curtailed service | 被削减的服务
curtail	family	curtailing	curtailing	n. 削减	curtailing | n. 削减 | curtailing waste | 削减浪费
curtail	kin	tail	tail	n. 尾巴；末端	tail | n. 尾巴；末端 | long tail effect / aircraft tail | 长尾效应；飞机尾部
curtail	kin	entail	entail	v. 牵涉；需要	entail | v. 牵涉；需要 | entail high costs / entail responsibility | 需要高成本；牵涉责任
curtail	kin	retail	retail	n./v. 零售	retail | n./v. 零售 | retail price / retail business | 零售价；零售业务
restrain	family	restraint	restraint	n. 克制；限制	restraint | n. 克制；限制 | financial restraint | 财务克制
restrain	family	restrained	restrained	adj. 克制的	restrained | adj. 克制的 | restrained spending | 克制支出
restrain	family	restraining	restraining	adj. 限制性的	restraining | adj. 限制性的 | restraining order | 限制令
restrain	kin	strain	strain	n./v. 压力；拉伤	strain | n./v. 压力；拉伤 | mental strain / strain a muscle | 精神压力；拉伤肌肉
restrain	kin	constrain	constrain	v. 限制	constrain | v. 限制 | constrain choice / constrain growth | 限制选择；限制增长
restrain	kin	train	train	v./n. 训练；火车	train | v./n. 训练；火车 | train workers / high-speed train | 培训工人；高铁
debunk	family	debunking	debunking	n. 揭穿	debunking | n. 揭穿 | debunking myths | 揭穿迷思
debunk	family	debunked	debunked	adj. 被揭穿的	debunked | adj. 被揭穿的 | debunked claim | 被揭穿的说法
debunk	family	debunker	debunker	n. 揭穿者	debunker | n. 揭穿者 | myth debunker | 迷思揭穿者
debunk	kin	bunk	bunk	n. 床铺；废话	bunk | n. 床铺；废话 | bunk bed / talk bunk | 双层床；胡说八道
debunk	kin	bunker	bunker	n. 掩体	bunker | n. 掩体 | underground bunker / military bunker | 地下掩体；军事掩体
debunk	kin	junk	junk	n. 垃圾	junk | n. 垃圾 | junk food / junk data | 垃圾食品；垃圾数据
refute	family	refutation	refutation	n. 反驳	refutation | n. 反驳 | logical refutation | 逻辑反驳
refute	family	refuted	refuted	adj. 被反驳的	refuted | adj. 被反驳的 | refuted argument | 被反驳的论点
refute	family	refutable	refutable	adj. 可反驳的	refutable | adj. 可反驳的 | refutable claim | 可反驳说法
refute	kin	futile	futile	adj. 徒劳的	futile | adj. 徒劳的 | futile attempt / futile debate | 徒劳尝试；无意义辩论
refute	kin	confute	confute	v. 驳倒	confute | v. 驳倒 | confute an argument / confute false claims | 驳倒论点；驳倒虚假说法
refute	kin	rebut	rebut	v. 反驳	rebut | v. 反驳 | rebut criticism / rebut evidence | 反驳批评；反驳证据
deceit	family	deceive	deceive	v. 欺骗	deceive | v. 欺骗 | deceive consumers | 欺骗消费者
deceit	family	deceitful	deceitful	adj. 欺骗性的	deceitful | adj. 欺骗性的 | deceitful advertising | 欺骗性广告
deceit	family	deceitfully	deceitfully	adv. 欺骗地	deceitfully | adv. 欺骗地 | act deceitfully | 欺骗地行动
deceit	kin	deceive	deceive	v. 欺骗	deceive | v. 欺骗 | deceive consumers / deceive oneself | 欺骗消费者；自欺
deceit	kin	receive	receive	v. 接收；获得	receive | v. 接收；获得 | receive support / receive treatment | 获得支持；接受治疗
deceit	kin	perceive	perceive	v. 感知；认为	perceive | v. 感知；认为 | perceive risk / perceive unfairness | 感知风险；认为不公平
duplicity	family	duplicitous	duplicitous	adj. 欺骗性的	duplicitous | adj. 欺骗性的 | duplicitous behavior | 欺骗性行为
duplicity	family	duplicitously	duplicitously	adv. 欺骗地	duplicitously | adv. 欺骗地 | act duplicitously | 欺骗地行动
duplicity	family	duplicate	duplicate	v. 复制	duplicate | v. 复制 | duplicate records | 复制记录
duplicity	kin	duplicate	duplicate	v./adj. 复制；重复的	duplicate | v./adj. 复制；重复的 | duplicate files / duplicate effort | 复制文件；重复劳动
duplicity	kin	duplex	duplex	n./adj. 双层住宅；双工的	duplex | n./adj. 双层住宅；双工的 | duplex apartment / duplex printing | 复式公寓；双面打印
duplicity	kin	double	double	adj./v. 双倍；双重	double | adj./v. 双倍；双重 | double identity / double the cost | 双重身份；成本翻倍
deceitful	family	deceit	deceit	n. 欺骗	deceit | n. 欺骗 | deliberate deceit | 蓄意欺骗
deceitful	family	deceitfully	deceitfully	adv. 欺骗地	deceitfully | adv. 欺骗地 | act deceitfully | 欺骗地行动
deceitful	family	deceitfulness	deceitfulness	n. 欺骗性	deceitfulness | n. 欺骗性 | deceitfulness of advertising | 广告的欺骗性
deceitful	kin	deceive	deceive	v. 欺骗	deceive | v. 欺骗 | deceive voters / deceive the public | 欺骗选民；欺骗公众
deceitful	kin	receipt	receipt	n. 收据；收到	receipt | n. 收据；收到 | sales receipt / receipt of payment | 销售收据；收款
deceitful	kin	conceit	conceit	n. 自负；巧妙构思	conceit | n. 自负；巧妙构思 | intellectual conceit / literary conceit | 智识自负；文学巧思
treacherous	family	treachery	treachery	n. 背叛	treachery | n. 背叛 | political treachery | 政治背叛
treacherous	family	treacherously	treacherously	adv. 危险地；背叛地	treacherously | adv. 危险地；背叛地 | behave treacherously | 背叛地行动
treacherous	family	treacherousness	treacherousness	n. 危险性	treacherousness | n. 危险性 | treacherousness of route | 路线危险性
treacherous	kin	treason	treason	n. 叛国	treason | n. 叛国 | high treason / treason trial | 叛国罪；叛国审判
treacherous	kin	treaty	treaty	n. 条约	treaty | n. 条约 | peace treaty / trade treaty | 和平条约；贸易条约
treacherous	kin	teacher	teacher	n. 教师	teacher | n. 教师 | school teacher / language teacher | 学校教师；语言老师
deceptive	family	deception	deception	n. 欺骗	deception | n. 欺骗 | deliberate deception | 蓄意欺骗
deceptive	family	deceptively	deceptively	adv. 欺骗性地	deceptively | adv. 欺骗性地 | deceptively simple | 看似简单
deceptive	family	deceive	deceive	v. 欺骗	deceive | v. 欺骗 | deceive buyers | 欺骗买家
deceptive	kin	deceive	deceive	v. 欺骗	deceive | v. 欺骗 | deceive customers / deceive oneself | 欺骗顾客；自欺
deceptive	kin	perception	perception	n. 感知；看法	perception | n. 感知；看法 | public perception / risk perception | 公众认知；风险感知
deceptive	kin	reception	reception	n. 接待；接收	reception | n. 接待；接收 | warm reception / signal reception | 热烈接待；信号接收
misleading	family	mislead	mislead	v. 误导	mislead | v. 误导 | mislead patients | 误导患者
misleading	family	misled	misled	adj. 被误导的	misled | adj. 被误导的 | misled consumers | 被误导消费者
misleading	family	misleader	misleader	n. 误导者	misleader | n. 误导者 | online misleader | 网络误导者
misleading	kin	lead	lead	v./n. 引导；铅	lead | v./n. 引导；铅 | lead a team / lead exposure | 领导团队；铅暴露
misleading	kin	mislead	mislead	v. 误导	mislead | v. 误导 | mislead consumers / mislead voters | 误导消费者；误导选民
misleading	kin	leader	leader	n. 领导者	leader | n. 领导者 | political leader / team leader | 政治领导人；团队负责人
decline	family	decline	decline	n. 下降；衰退	decline | n. 下降；衰退 | population decline | 人口下降
decline	family	declining	declining	adj. 下降的	declining | adj. 下降的 | declining birthrate | 下降出生率
decline	family	declined	declined	adj. 被拒绝的	declined | adj. 被拒绝的 | declined offer | 被拒绝的提议
decline	kin	incline	incline	v./n. 倾向；斜坡	incline | v./n. 倾向；斜坡 | incline to agree / steep incline | 倾向同意；陡坡
decline	kin	recline	recline	v. 斜躺	recline | v. 斜躺 | recline on a chair / recline the seat | 斜躺在椅子上；放倒座椅
decline	kin	line	line	n./v. 线；排队	line | n./v. 线；排队 | poverty line / line the street | 贫困线；排列在街道两旁
refuse	family	refusal	refusal	n. 拒绝	refusal | n. 拒绝 | refusal of treatment | 拒绝治疗
refuse	family	refused	refused	adj. 被拒绝的	refused | adj. 被拒绝的 | refused request | 被拒绝请求
refuse	family	refusing	refusing	n. 拒绝	refusing | n. 拒绝 | refusing consent | 拒绝同意
refuse	kin	fuse	fuse	v./n. 熔合；保险丝	fuse | v./n. 熔合；保险丝 | fuse metal / electric fuse | 熔合金属；保险丝
refuse	kin	confuse	confuse	v. 使困惑	confuse | v. 使困惑 | confuse students / confuse cause and effect | 使学生困惑；混淆因果
refuse	kin	refuge	refuge	n. 避难所	refuge | n. 避难所 | wildlife refuge / seek refuge | 野生动物保护区；寻求庇护
decode	family	decoding	decoding	n. 解码	decoding | n. 解码 | decoding information | 解码信息
decode	family	decoded	decoded	adj. 被解码的	decoded | adj. 被解码的 | decoded message | 已解码信息
decode	family	decoder	decoder	n. 解码器	decoder | n. 解码器 | speech decoder | 语音解码器
decode	kin	code	code	n./v. 代码；编码	code | n./v. 代码；编码 | source code / code information | 源代码；编码信息
decode	kin	encode	encode	v. 编码	encode | v. 编码 | encode data / encode memory | 编码数据；编码记忆
decode	kin	codify	codify	v. 编纂；系统化	codify | v. 编纂；系统化 | codify laws / codify knowledge | 编纂法律；系统化知识
decipher	family	decipherment	decipherment	n. 破译	decipherment | n. 破译 | decipherment of code | 密码破译
decipher	family	decipherable	decipherable	adj. 可破译的	decipherable | adj. 可破译的 | decipherable handwriting | 可辨认笔迹
decipher	family	deciphered	deciphered	adj. 已破译的	deciphered | adj. 已破译的 | deciphered message | 已破译信息
decipher	kin	cipher	cipher	n. 密码；零	cipher | n. 密码；零 | secret cipher / cipher system | 秘密密码；密码系统
decipher	kin	encipher	encipher	v. 编码；加密	encipher | v. 编码；加密 | encipher messages / encipher data | 加密信息；加密数据
decipher	kin	figure	figure	n./v. 数字；理解	figure | n./v. 数字；理解 | figure out meaning / statistical figure | 弄懂意思；统计数字
deduce	family	deduction	deduction	n. 推断；扣除	deduction | n. 推断；扣除 | logical deduction | 逻辑推断
deduce	family	deduced	deduced	adj. 被推断的	deduced | adj. 被推断的 | deduced conclusion | 推断出的结论
deduce	family	deductive	deductive	adj. 演绎的	deductive | adj. 演绎的 | deductive reasoning | 演绎推理
deduce	kin	conduct	conduct	v. 实施；传导	conduct | v. 实施；传导 | conduct research / conduct electricity | 开展研究；导电
deduce	kin	induce	induce	v. 诱导；导致	induce | v. 诱导；导致 | induce sleep / induce economic change | 诱导睡眠；引发经济变化
deduce	kin	duct	duct	n. 管道	duct | n. 管道 | air duct / tear duct | 通风管道；泪管
infer	family	inference	inference	n. 推断	inference | n. 推断 | logical inference | 逻辑推断
infer	family	inferential	inferential	adj. 推论的	inferential | adj. 推论的 | inferential reasoning | 推论推理
infer	family	inferred	inferred	adj. 被推断的	inferred | adj. 被推断的 | inferred meaning | 推断含义
infer	kin	transfer	transfer	v. 转移；转让	transfer | v. 转移；转让 | transfer data / transfer ownership | 转移数据；转让所有权
infer	kin	refer	refer	v. 指称；参考	refer | v. 指称；参考 | refer to evidence / refer patients to specialists | 参考证据；转诊病人
infer	kin	ferry	ferry	n./v. 渡船；运送	ferry | n./v. 渡船；运送 | passenger ferry / ferry supplies | 客运渡船；运送物资
deem	family	deemed	deemed	adj. 被认为的	deemed | adj. 被认为的 | deemed necessary | 被认为必要的
deem	family	deeming	deeming	n. 认定	deeming | n. 认定 | deeming provision | 认定条款
deem	family	deemable	deemable	adj. 可认定的	deemable | adj. 可认定的 | deemable risk | 可认定风险
deem	kin	redeem	redeem	v. 赎回；弥补	redeem | v. 赎回；弥补 | redeem coupons / redeem a mistake | 兑换优惠券；弥补错误
deem	kin	esteem	esteem	n./v. 尊重；敬重	esteem | n./v. 尊重；敬重 | self-esteem / hold teachers in high esteem | 自尊；高度尊敬教师
deem	kin	seem	seem	v. 似乎	seem | v. 似乎 | seem reasonable / seem impossible | 似乎合理；似乎不可能
regard	family	regard	regard	n. 关注；尊重	regard | n. 关注；尊重 | high regard | 高度尊重
regard	family	regarding	regarding	prep. 关于	regarding | prep. 关于 | regarding public health | 关于公共健康
regard	family	regarded	regarded	adj. 被认为的	regarded | adj. 被认为的 | highly regarded expert | 备受尊敬专家
regard	kin	guard	guard	n./v. 守卫；保护	guard | n./v. 守卫；保护 | security guard / guard privacy | 保安；保护隐私
regard	kin	guardian	guardian	n. 监护人；守护者	guardian | n. 监护人；守护者 | legal guardian / guardian of tradition | 法定监护人；传统守护者
regard	kin	garden	garden	n. 花园	garden | n. 花园 | public garden / garden design | 公共花园；花园设计
deficiency	family	deficient	deficient	adj. 缺乏的	deficient | adj. 缺乏的 | deficient nutrition | 营养不足
deficiency	family	deficiently	deficiently	adv. 不足地	deficiently | adv. 不足地 | function deficiently | 功能不足
deficiency	kin	deficit	deficit	n. 赤字；不足	deficit | n. 赤字；不足 | budget deficit / attention deficit | 预算赤字；注意力缺陷
deficiency	kin	efficient	efficient	adj. 高效的	efficient | adj. 高效的 | efficient transport / efficient learning | 高效交通；高效学习
deficiency	kin	suffice	suffice	v. 足够	suffice | v. 足够 | evidence suffices / suffice for basic needs | 证据足够；足够满足基本需求
insufficiency	family	insufficient	insufficient	adj. 不足的	insufficient | adj. 不足的 | insufficient evidence | 证据不足
